,fullname,orderid,shipcountry,companyname,companyname,unitprice,quantity,orderdate,shippeddate,requireddate
639,Michael Suyama,10489,Austria,United Package,Piccolo und mehr,16.8000,15,1997-03-28,1997-04-09,1997-04-25
640,Michael Suyama,10489,Austria,United Package,Piccolo und mehr,13.9000,18,1997-03-28,1997-04-09,1997-04-25
641,Robert King,10490,Venezuela,United Package,HILARION-Abastos,44.0000,60,1997-03-31,1997-04-03,1997-04-28
642,Robert King,10490,Venezuela,United Package,HILARION-Abastos,10.0000,30,1997-03-31,1997-04-03,1997-04-28
643,Robert King,10490,Venezuela,United Package,HILARION-Abastos,6.2000,36,1997-03-31,1997-04-03,1997-04-28
644,Laura Callahan,10491,Portugal,Federal Shipping,Furia Bacalhau e Frutos do Mar,15.5000,15,1997-03-31,1997-04-08,1997-04-28
645,Laura Callahan,10491,Portugal,Federal Shipping,Furia Bacalhau e Frutos do Mar,10.4000,7,1997-03-31,1997-04-08,1997-04-28
646,Janet Leverling,10492,Canada,Speedy Express,Bottom-Dollar Markets,11.2000,60,1997-04-01,1997-04-11,1997-04-29
647,Janet Leverling,10492,Canada,Speedy Express,Bottom-Dollar Markets,11.2000,20,1997-04-01,1997-04-11,1997-04-29
648,Margaret Peacock,10493,France,Federal Shipping,La maison d'Asie,16.8000,15,1997-04-02,1997-04-10,1997-04-30
649,Margaret Peacock,10493,France,Federal Shipping,La maison d'Asie,13.6000,10,1997-04-02,1997-04-10,1997-04-30
650,Margaret Peacock,10493,France,Federal Shipping,La maison d'Asie,28.8000,10,1997-04-02,1997-04-10,1997-04-30
651,Margaret Peacock,10494,Brazil,United Package,Comrcio Mineiro,30.4000,30,1997-04-02,1997-04-09,1997-04-30
652,Janet Leverling,10495,Canada,Federal Shipping,Laughing Bacchus Wine Cellars,7.2000,10,1997-04-03,1997-04-11,1997-05-01
653,Janet Leverling,10495,Canada,Federal Shipping,Laughing Bacchus Wine Cellars,7.7000,20,1997-04-03,1997-04-11,1997-05-01
654,Janet Leverling,10495,Canada,Federal Shipping,Laughing Bacchus Wine Cellars,10.4000,5,1997-04-03,1997-04-11,1997-05-01
655,Robert King,10496,Brazil,United Package,Tradio Hipermercados,10.0000,20,1997-04-04,1997-04-07,1997-05-02
656,Robert King,10497,Germany,Speedy Express,Lehmanns Marktstand,30.4000,14,1997-04-04,1997-04-07,1997-05-02
657,Robert King,10497,Germany,Speedy Express,Lehmanns Marktstand,27.8000,25,1997-04-04,1997-04-07,1997-05-02
658,Robert King,10497,Germany,Speedy Express,Lehmanns Marktstand,10.4000,25,1997-04-04,1997-04-07,1997-05-02
659,Laura Callahan,10498,Venezuela,United Package,HILARION-Abastos,4.5000,14,1997-04-07,1997-04-11,1997-05-05
660,Laura Callahan,10498,Venezuela,United Package,HILARION-Abastos,18.4000,5,1997-04-07,1997-04-11,1997-05-05
661,Laura Callahan,10498,Venezuela,United Package,HILARION-Abastos,14.0000,30,1997-04-07,1997-04-11,1997-05-05
662,Margaret Peacock,10499,Venezuela,United Package,LILA-Supermercado,45.6000,20,1997-04-08,1997-04-16,1997-05-06
663,Margaret Peacock,10499,Venezuela,United Package,LILA-Supermercado,20.0000,25,1997-04-08,1997-04-16,1997-05-06
664,Michael Suyama,10500,France,Speedy Express,La maison d'Asie,15.5000,12,1997-04-09,1997-04-17,1997-05-07
665,Michael Suyama,10500,France,Speedy Express,La maison d'Asie,45.6000,8,1997-04-09,1997-04-17,1997-05-07
666,Anne Dodsworth,10501,Germany,Federal Shipping,Blauer See Delikatessen,7.4500,20,1997-04-09,1997-04-16,1997-05-07
667,Andrew Fuller,10502,Mexico,Speedy Express,Pericles Comidas clsicas,9.5000,21,1997-04-10,1997-04-29,1997-05-08
668,Andrew Fuller,10502,Mexico,Speedy Express,Pericles Comidas clsicas,32.8000,6,1997-04-10,1997-04-29,1997-05-08
669,Andrew Fuller,10502,Mexico,Speedy Express,Pericles Comidas clsicas,14.0000,30,1997-04-10,1997-04-29,1997-05-08
670,Margaret Peacock,10504,USA,Federal Shipping,White Clover Markets,19.0000,12,1997-04-11,1997-04-18,1997-05-09
671,Margaret Peacock,10504,USA,Federal Shipping,White Clover Markets,10.0000,12,1997-04-11,1997-04-18,1997-05-09
672,Margaret Peacock,10504,USA,Federal Shipping,White Clover Markets,32.8000,10,1997-04-11,1997-04-18,1997-05-09
673,Margaret Peacock,10504,USA,Federal Shipping,White Clover Markets,28.5000,25,1997-04-11,1997-04-18,1997-05-09
674,Michael Suyama,10503,Ireland,United Package,Hungry Owl All-Night Grocers,23.2500,70,1997-04-11,1997-04-16,1997-05-09
675,Michael Suyama,10503,Ireland,United Package,Hungry Owl All-Night Grocers,21.0500,20,1997-04-11,1997-04-16,1997-05-09
676,Janet Leverling,10505,Canada,Federal Shipping,Mre Paillarde,49.3000,3,1997-04-14,1997-04-21,1997-05-12
677,Robert King,10507,Mexico,Speedy Express,Antonio Moreno Taquera,46.0000,15,1997-04-15,1997-04-22,1997-05-13
678,Robert King,10507,Mexico,Speedy Express,Antonio Moreno Taquera,12.7500,15,1997-04-15,1997-04-22,1997-05-13
679,Anne Dodsworth,10506,Germany,United Package,Kniglich Essen,14.0000,18,1997-04-15,1997-05-02,1997-05-13
680,Anne Dodsworth,10506,Germany,United Package,Kniglich Essen,15.0000,14,1997-04-15,1997-05-02,1997-05-13
681,Nancy Davolio,10508,Germany,United Package,Ottilies Kseladen,6.0000,10,1997-04-16,1997-05-13,1997-05-14
682,Nancy Davolio,10508,Germany,United Package,Ottilies Kseladen,18.0000,10,1997-04-16,1997-05-13,1997-05-14
683,Margaret Peacock,10509,Germany,Speedy Express,Blauer See Delikatessen,45.6000,3,1997-04-17,1997-04-29,1997-05-15
684,Margaret Peacock,10511,France,Federal Shipping,Bon app',22.0000,50,1997-04-18,1997-04-21,1997-05-16
685,Margaret Peacock,10511,France,Federal Shipping,Bon app',30.0000,50,1997-04-18,1997-04-21,1997-05-16
686,Margaret Peacock,10511,France,Federal Shipping,Bon app',40.0000,10,1997-04-18,1997-04-21,1997-05-16
687,Michael Suyama,10510,USA,Federal Shipping,Save-a-lot Markets,123.7900,36,1997-04-18,1997-04-28,1997-05-16
688,Michael Suyama,10510,USA,Federal Shipping,Save-a-lot Markets,7.7500,36,1997-04-18,1997-04-28,1997-05-16
689,Robert King,10512,Brazil,United Package,Familia Arquibaldo,4.5000,10,1997-04-21,1997-04-24,1997-05-19
690,Robert King,10512,Brazil,United Package,Familia Arquibaldo,12.0000,9,1997-04-21,1997-04-24,1997-05-19
691,Robert King,10512,Brazil,United Package,Familia Arquibaldo,9.5000,6,1997-04-21,1997-04-24,1997-05-19
692,Robert King,10512,Brazil,United Package,Familia Arquibaldo,34.0000,12,1997-04-21,1997-04-24,1997-05-19
693,Janet Leverling,10514,Austria,United Package,Ernst Handel,81.0000,39,1997-04-22,1997-05-16,1997-05-20
694,Janet Leverling,10514,Austria,United Package,Ernst Handel,45.6000,35,1997-04-22,1997-05-16,1997-05-20
695,Janet Leverling,10514,Austria,United Package,Ernst Handel,38.0000,70,1997-04-22,1997-05-16,1997-05-20
696,Janet Leverling,10514,Austria,United Package,Ernst Handel,21.0500,39,1997-04-22,1997-05-16,1997-05-20
697,Janet Leverling,10514,Austria,United Package,Ernst Handel,7.7500,50,1997-04-22,1997-05-16,1997-05-20
698,Robert King,10513,Germany,Speedy Express,Die Wandernde Kuh,10.0000,40,1997-04-22,1997-04-28,1997-06-03
699,Robert King,10513,Germany,Speedy Express,Die Wandernde Kuh,32.0000,50,1997-04-22,1997-04-28,1997-06-03
700,Robert King,10513,Germany,Speedy Express,Die Wandernde Kuh,28.5000,15,1997-04-22,1997-04-28,1997-06-03
701,Andrew Fuller,10515,Germany,Speedy Express,QUICK-Stop,97.0000,16,1997-04-23,1997-05-23,1997-05-07
702,Andrew Fuller,10515,Germany,Speedy Express,QUICK-Stop,17.4500,50,1997-04-23,1997-05-23,1997-05-07
703,Andrew Fuller,10515,Germany,Speedy Express,QUICK-Stop,43.9000,120,1997-04-23,1997-05-23,1997-05-07
704,Andrew Fuller,10515,Germany,Speedy Express,QUICK-Stop,2.5000,16,1997-04-23,1997-05-23,1997-05-07
705,Andrew Fuller,10515,Germany,Speedy Express,QUICK-Stop,34.0000,84,1997-04-23,1997-05-23,1997-05-07
706,Andrew Fuller,10516,Ireland,Federal Shipping,Hungry Owl All-Night Grocers,62.5000,25,1997-04-24,1997-05-01,1997-05-22
707,Andrew Fuller,10516,Ireland,Federal Shipping,Hungry Owl All-Night Grocers,9.6500,80,1997-04-24,1997-05-01,1997-05-22
708,Andrew Fuller,10516,Ireland,Federal Shipping,Hungry Owl All-Night Grocers,14.0000,20,1997-04-24,1997-05-01,1997-05-22
709,Janet Leverling,10517,UK,Federal Shipping,North/South,7.0000,6,1997-04-24,1997-04-29,1997-05-22
710,Janet Leverling,10517,UK,Federal Shipping,North/South,55.0000,4,1997-04-24,1997-04-29,1997-05-22
711,Janet Leverling,10517,UK,Federal Shipping,North/South,15.0000,6,1997-04-24,1997-04-29,1997-05-22
712,Margaret Peacock,10518,Mexico,United Package,Tortuga Restaurante,4.5000,5,1997-04-25,1997-05-05,1997-05-09
713,Margaret Peacock,10518,Mexico,United Package,Tortuga Restaurante,263.5000,15,1997-04-25,1997-05-05,1997-05-09
714,Margaret Peacock,10518,Mexico,United Package,Tortuga Restaurante,19.4500,9,1997-04-25,1997-05-05,1997-05-09
715,Michael Suyama,10519,Switzerland,Federal Shipping,Chop-suey Chinese,31.0000,16,1997-04-28,1997-05-01,1997-05-26
716,Michael Suyama,10519,Switzerland,Federal Shipping,Chop-suey Chinese,38.0000,40,1997-04-28,1997-05-01,1997-05-26
717,Michael Suyama,10519,Switzerland,Federal Shipping,Chop-suey Chinese,34.0000,10,1997-04-28,1997-05-01,1997-05-26
718,Robert King,10520,Norway,Speedy Express,Sant Gourmet,4.5000,8,1997-04-29,1997-05-01,1997-05-27
719,Robert King,10520,Norway,Speedy Express,Sant Gourmet,32.8000,5,1997-04-29,1997-05-01,1997-05-27
720,Laura Callahan,10521,Argentina,United Package,Cactus Comidas para llevar,18.0000,3,1997-04-29,1997-05-02,1997-05-27
721,Laura Callahan,10521,Argentina,United Package,Cactus Comidas para llevar,9.6500,10,1997-04-29,1997-05-02,1997-05-27
722,Laura Callahan,10521,Argentina,United Package,Cactus Comidas para llevar,12.5000,6,1997-04-29,1997-05-02,1997-05-27
723,Margaret Peacock,10522,Germany,Speedy Express,Lehmanns Marktstand,18.0000,40,1997-04-30,1997-05-06,1997-05-28
724,Margaret Peacock,10522,Germany,Speedy Express,Lehmanns Marktstand,40.0000,24,1997-04-30,1997-05-06,1997-05-28
725,Margaret Peacock,10522,Germany,Speedy Express,Lehmanns Marktstand,25.8900,20,1997-04-30,1997-05-06,1997-05-28
726,Margaret Peacock,10522,Germany,Speedy Express,Lehmanns Marktstand,18.4000,25,1997-04-30,1997-05-06,1997-05-28
727,Nancy Davolio,10524,Sweden,United Package,Berglunds snabbkp,31.0000,2,1997-05-01,1997-05-07,1997-05-29
728,Nancy Davolio,10524,Sweden,United Package,Berglunds snabbkp,25.8900,10,1997-05-01,1997-05-07,1997-05-29
729,Nancy Davolio,10524,Sweden,United Package,Berglunds snabbkp,46.0000,60,1997-05-01,1997-05-07,1997-05-29
730,Nancy Davolio,10524,Sweden,United Package,Berglunds snabbkp,7.4500,15,1997-05-01,1997-05-07,1997-05-29
731,Robert King,10523,UK,United Package,Seven Seas Imports,39.0000,25,1997-05-01,1997-05-30,1997-05-29
732,Robert King,10523,UK,United Package,Seven Seas Imports,81.0000,15,1997-05-01,1997-05-30,1997-05-29
733,Robert King,10523,UK,United Package,Seven Seas Imports,26.0000,18,1997-05-01,1997-05-30,1997-05-29
734,Robert King,10523,UK,United Package,Seven Seas Imports,9.6500,6,1997-05-01,1997-05-30,1997-05-29
735,Nancy Davolio,10525,France,United Package,Bon app',19.0000,30,1997-05-02,1997-05-23,1997-05-30
736,Nancy Davolio,10525,France,United Package,Bon app',18.4000,15,1997-05-02,1997-05-23,1997-05-30
737,Margaret Peacock,10526,Finland,United Package,Wartian Herkku,18.0000,8,1997-05-05,1997-05-15,1997-06-02
738,Margaret Peacock,10526,Finland,United Package,Wartian Herkku,6.0000,10,1997-05-05,1997-05-15,1997-06-02
739,Margaret Peacock,10526,Finland,United Package,Wartian Herkku,38.0000,30,1997-05-05,1997-05-15,1997-06-02
740,Robert King,10527,Germany,Speedy Express,QUICK-Stop,22.0000,50,1997-05-05,1997-05-07,1997-06-02
741,Robert King,10527,Germany,Speedy Express,QUICK-Stop,19.0000,30,1997-05-05,1997-05-07,1997-06-02
742,Michael Suyama,10528,USA,United Package,Great Lakes Food Market,21.0000,3,1997-05-06,1997-05-09,1997-05-20
743,Michael Suyama,10528,USA,United Package,Great Lakes Food Market,2.5000,8,1997-05-06,1997-05-09,1997-05-20
744,Michael Suyama,10528,USA,United Package,Great Lakes Food Market,34.8000,9,1997-05-06,1997-05-09,1997-05-20
745,Steven Buchanan,10529,Belgium,United Package,Maison Dewey,24.0000,14,1997-05-07,1997-05-09,1997-06-04
746,Steven Buchanan,10529,Belgium,United Package,Maison Dewey,12.5000,20,1997-05-07,1997-05-09,1997-06-04
747,Steven Buchanan,10529,Belgium,United Package,Maison Dewey,36.0000,10,1997-05-07,1997-05-09,1997-06-04
748,Janet Leverling,10530,Austria,United Package,Piccolo und mehr,39.0000,40,1997-05-08,1997-05-12,1997-06-05
749,Janet Leverling,10530,Austria,United Package,Piccolo und mehr,46.0000,25,1997-05-08,1997-05-12,1997-06-05
750,Janet Leverling,10530,Austria,United Package,Piccolo und mehr,28.5000,20,1997-05-08,1997-05-12,1997-06-05
751,Janet Leverling,10530,Austria,United Package,Piccolo und mehr,18.0000,50,1997-05-08,1997-05-12,1997-06-05
752,Robert King,10531,Argentina,Speedy Express,Ocano Atlntico Ltda.,55.0000,2,1997-05-08,1997-05-19,1997-06-05
753,Robert King,10532,UK,Federal Shipping,Eastern Connection,25.8900,15,1997-05-09,1997-05-12,1997-06-06
754,Robert King,10532,UK,Federal Shipping,Eastern Connection,17.0000,24,1997-05-09,1997-05-12,1997-06-06
755,Laura Callahan,10534,Germany,United Package,Lehmanns Marktstand,25.8900,10,1997-05-12,1997-05-14,1997-06-09
756,Laura Callahan,10534,Germany,United Package,Lehmanns Marktstand,18.4000,10,1997-05-12,1997-05-14,1997-06-09
757,Laura Callahan,10534,Germany,United Package,Lehmanns Marktstand,7.4500,10,1997-05-12,1997-05-14,1997-06-09
758,Laura Callahan,10533,Sweden,Speedy Express,Folk och f HB,22.0000,50,1997-05-12,1997-05-22,1997-06-09
759,Laura Callahan,10533,Sweden,Speedy Express,Folk och f HB,34.8000,24,1997-05-12,1997-05-22,1997-06-09
760,Laura Callahan,10533,Sweden,Speedy Express,Folk och f HB,15.0000,24,1997-05-12,1997-05-22,1997-06-09
761,Margaret Peacock,10535,Mexico,Speedy Express,Antonio Moreno Taquera,21.0000,50,1997-05-13,1997-05-21,1997-06-10
762,Margaret Peacock,10535,Mexico,Speedy Express,Antonio Moreno Taquera,18.4000,10,1997-05-13,1997-05-21,1997-06-10
763,Margaret Peacock,10535,Mexico,Speedy Express,Antonio Moreno Taquera,19.5000,5,1997-05-13,1997-05-21,1997-06-10
764,Margaret Peacock,10535,Mexico,Speedy Express,Antonio Moreno Taquera,55.0000,15,1997-05-13,1997-05-21,1997-06-10
765,Nancy Davolio,10537,Switzerland,Speedy Express,Richter Supermarkt,12.5000,30,1997-05-14,1997-05-19,1997-05-28
766,Nancy Davolio,10537,Switzerland,Speedy Express,Richter Supermarkt,53.0000,6,1997-05-14,1997-05-19,1997-05-28
767,Nancy Davolio,10537,Switzerland,Speedy Express,Richter Supermarkt,13.2500,20,1997-05-14,1997-05-19,1997-05-28
768,Nancy Davolio,10537,Switzerland,Speedy Express,Richter Supermarkt,34.8000,21,1997-05-14,1997-05-19,1997-05-28
769,Nancy Davolio,10537,Switzerland,Speedy Express,Richter Supermarkt,15.0000,9,1997-05-14,1997-05-19,1997-05-28
770,Janet Leverling,10536,Germany,United Package,Lehmanns Marktstand,38.0000,15,1997-05-14,1997-06-06,1997-06-11
771,Janet Leverling,10536,Germany,United Package,Lehmanns Marktstand,12.5000,20,1997-05-14,1997-06-06,1997-06-11
772,Janet Leverling,10536,Germany,United Package,Lehmanns Marktstand,2.5000,30,1997-05-14,1997-06-06,1997-06-11
773,Janet Leverling,10536,Germany,United Package,Lehmanns Marktstand,34.0000,35,1997-05-14,1997-06-06,1997-06-11
774,Anne Dodsworth,10538,UK,Federal Shipping,B's Beverages,15.0000,7,1997-05-15,1997-05-16,1997-06-12
775,Anne Dodsworth,10538,UK,Federal Shipping,B's Beverages,34.8000,1,1997-05-15,1997-05-16,1997-06-12
776,Michael Suyama,10539,UK,Federal Shipping,B's Beverages,6.0000,8,1997-05-16,1997-05-23,1997-06-13
777,Michael Suyama,10539,UK,Federal Shipping,B's Beverages,10.0000,15,1997-05-16,1997-05-23,1997-06-13
778,Michael Suyama,10539,UK,Federal Shipping,B's Beverages,2.5000,15,1997-05-16,1997-05-23,1997-06-13
779,Michael Suyama,10539,UK,Federal Shipping,B's Beverages,20.0000,6,1997-05-16,1997-05-23,1997-06-13
780,Andrew Fuller,10541,Brazil,Speedy Express,Hanari Carnes,4.5000,35,1997-05-19,1997-05-29,1997-06-16
781,Andrew Fuller,10541,Brazil,Speedy Express,Hanari Carnes,263.5000,4,1997-05-19,1997-05-29,1997-06-16
782,Andrew Fuller,10541,Brazil,Speedy Express,Hanari Carnes,21.0500,36,1997-05-19,1997-05-29,1997-06-16
783,Andrew Fuller,10541,Brazil,Speedy Express,Hanari Carnes,21.5000,9,1997-05-19,1997-05-29,1997-06-16
784,Janet Leverling,10540,Germany,Federal Shipping,QUICK-Stop,10.0000,60,1997-05-19,1997-06-13,1997-06-16
785,Janet Leverling,10540,Germany,Federal Shipping,QUICK-Stop,31.2300,40,1997-05-19,1997-06-13,1997-06-16
786,Janet Leverling,10540,Germany,Federal Shipping,QUICK-Stop,263.5000,30,1997-05-19,1997-06-13,1997-06-16
787,Janet Leverling,10540,Germany,Federal Shipping,QUICK-Stop,12.5000,35,1997-05-19,1997-06-13,1997-06-16
788,Nancy Davolio,10542,Germany,Federal Shipping,Kniglich Essen,21.0000,15,1997-05-20,1997-05-26,1997-06-17
789,Nancy Davolio,10542,Germany,Federal Shipping,Kniglich Essen,7.4500,24,1997-05-20,1997-05-26,1997-06-17
790,Margaret Peacock,10544,USA,Speedy Express,Lonesome Pine Restaurant,45.6000,7,1997-05-21,1997-05-30,1997-06-18
791,Margaret Peacock,10544,USA,Speedy Express,Lonesome Pine Restaurant,14.0000,7,1997-05-21,1997-05-30,1997-06-18
792,Laura Callahan,10543,Venezuela,United Package,LILA-Supermercado,38.0000,30,1997-05-21,1997-05-23,1997-06-18
793,Laura Callahan,10543,Venezuela,United Package,LILA-Supermercado,9.0000,70,1997-05-21,1997-05-23,1997-06-18
794,Laura Callahan,10545,USA,United Package,Lazy K Kountry Store,21.0000,10,1997-05-22,1997-06-26,1997-06-19
795,Nancy Davolio,10546,France,Federal Shipping,Victuailles en stock,30.0000,10,1997-05-23,1997-05-27,1997-06-20
796,Nancy Davolio,10546,France,Federal Shipping,Victuailles en stock,18.0000,30,1997-05-23,1997-05-27,1997-06-20
797,Nancy Davolio,10546,France,Federal Shipping,Victuailles en stock,49.3000,40,1997-05-23,1997-05-27,1997-06-20
798,Janet Leverling,10547,UK,United Package,Seven Seas Imports,32.0000,24,1997-05-23,1997-06-02,1997-06-20
799,Janet Leverling,10547,UK,United Package,Seven Seas Imports,19.0000,60,1997-05-23,1997-06-02,1997-06-20
800,Janet Leverling,10548,Germany,United Package,Toms Spezialitten,14.0000,10,1997-05-26,1997-06-02,1997-06-23
801,Janet Leverling,10548,Germany,United Package,Toms Spezialitten,9.6500,14,1997-05-26,1997-06-02,1997-06-23
802,Steven Buchanan,10549,Germany,Speedy Express,QUICK-Stop,12.5000,55,1997-05-27,1997-05-30,1997-06-10
803,Steven Buchanan,10549,Germany,Speedy Express,QUICK-Stop,9.5000,100,1997-05-27,1997-05-30,1997-06-10
804,Steven Buchanan,10549,Germany,Speedy Express,QUICK-Stop,53.0000,48,1997-05-27,1997-05-30,1997-06-10
805,Margaret Peacock,10551,Portugal,Federal Shipping,Furia Bacalhau e Frutos do Mar,17.4500,40,1997-05-28,1997-06-06,1997-07-09
806,Margaret Peacock,10551,Portugal,Federal Shipping,Furia Bacalhau e Frutos do Mar,18.0000,20,1997-05-28,1997-06-06,1997-07-09
807,Margaret Peacock,10551,Portugal,Federal Shipping,Furia Bacalhau e Frutos do Mar,19.4500,40,1997-05-28,1997-06-06,1997-07-09
808,Robert King,10550,Spain,Federal Shipping,Godos Cocina Tpica,39.0000,8,1997-05-28,1997-06-06,1997-06-25
809,Robert King,10550,Spain,Federal Shipping,Godos Cocina Tpica,9.2000,10,1997-05-28,1997-06-06,1997-06-25
810,Robert King,10550,Spain,Federal Shipping,Godos Cocina Tpica,10.0000,6,1997-05-28,1997-06-06,1997-06-25
811,Robert King,10550,Spain,Federal Shipping,Godos Cocina Tpica,28.5000,10,1997-05-28,1997-06-06,1997-06-25
812,Andrew Fuller,10552,Venezuela,Speedy Express,HILARION-Abastos,36.0000,18,1997-05-29,1997-06-05,1997-06-26
813,Andrew Fuller,10552,Venezuela,Speedy Express,HILARION-Abastos,7.7500,30,1997-05-29,1997-06-05,1997-06-26
814,Andrew Fuller,10553,Finland,United Package,Wartian Herkku,21.0000,15,1997-05-30,1997-06-03,1997-06-27
815,Andrew Fuller,10553,Finland,United Package,Wartian Herkku,17.4500,14,1997-05-30,1997-06-03,1997-06-27
816,Andrew Fuller,10553,Finland,United Package,Wartian Herkku,21.0000,24,1997-05-30,1997-06-03,1997-06-27
817,Andrew Fuller,10553,Finland,United Package,Wartian Herkku,12.5000,30,1997-05-30,1997-06-03,1997-06-27
818,Andrew Fuller,10553,Finland,United Package,Wartian Herkku,18.0000,6,1997-05-30,1997-06-03,1997-06-27
819,Margaret Peacock,10554,Germany,Federal Shipping,Ottilies Kseladen,17.4500,30,1997-05-30,1997-06-05,1997-06-27
820,Margaret Peacock,10554,Germany,Federal Shipping,Ottilies Kseladen,9.0000,20,1997-05-30,1997-06-05,1997-06-27
821,Margaret Peacock,10554,Germany,Federal Shipping,Ottilies Kseladen,49.3000,20,1997-05-30,1997-06-05,1997-06-27
822,Margaret Peacock,10554,Germany,Federal Shipping,Ottilies Kseladen,13.0000,10,1997-05-30,1997-06-05,1997-06-27
823,Michael Suyama,10555,USA,Federal Shipping,Save-a-lot Markets,23.2500,30,1997-06-02,1997-06-04,1997-06-30
